date,country,location_type,mojo_integration,website_visitors,service_page_views,contact_form_views,contact_form_submits,qualified_leads,project_discussions,contracts_signed
2024-07-05,Australia,Expansion Market,False,1675,911,453,183,58,38,18
2024-07-05,Croatia,Primary Market,True,1803,931,430,172,83,44,18
2024-07-06,Germany,Primary Market,True,3938,2149,854,180,109,38,15
2024-07-06,Netherlands,Primary Market,True,3416,1745,780,262,153,63,24
2024-07-06,England,Primary Market,True,3147,2198,826,400,180,57,18
2024-07-06,North America,Expansion Market,False,1057,648,210,55,22,13,4
2024-07-06,Australia,Expansion Market,False,1628,660,251,55,25,16,6
2024-07-06,Croatia,Primary Market,True,976,449,110,36,20,6,2
2024-07-07,Germany,Primary Market,True,1503,719,165,56,31,17,6
2024-07-07,Netherlands,Primary Market,True,1639,989,383,126,67,45,18
2024-07-07,England,Primary Market,True,1375,832,215,48,21,7,1
2024-07-07,North America,Expansion Market,False,3940,1640,647,271,121,58,25
2024-07-07,Australia,Expansion Market,False,760,448,153,33,14,5,2
2024-07-07,Croatia,Primary Market,True,2689,1575,577,254,76,45,12
2024-07-08,Germany,Primary Market,True,2053,1401,371,130,67,28,6
2024-07-08,Netherlands,Primary Market,True,960,543,237,75,29,9,3
2024-07-08,England,Primary Market,True,770,496,100,41,15,10,4
2024-07-08,North America,Expansion Market,False,3864,2624,577,127,51,15,3
2024-07-08,Australia,Expansion Market,False,3934,2749,640,238,147,85,42
2024-07-08,Croatia,Primary Market,True,3151,1950,730,341,238,131,42
2024-07-09,Germany,Primary Market,True,1414,645,187,48,25,15,4
2024-07-09,Netherlands,Primary Market,True,1643,1109,346,93,55,26,6
2024-07-09,England,Primary Market,True,2021,1227,366,135,79,45,11
2024-07-09,North America,Expansion Market,False,761,455,153,53,25,10,4
2024-07-09,Australia,Expansion Market,False,3539,1675,396,187,57,17,6
2024-07-09,Croatia,Primary Market,True,925,446,195,73,26,8,3
2024-07-10,Germany,Primary Market,True,3411,1595,674,227,85,48,18
2024-07-10,Netherlands,Primary Market,True,2039,1051,329,115,63,33,9
2024-07-10,England,Primary Market,True,1878,990,450,140,64,23,9
2024-07-10,North America,Expansion Market,False,867,449,169,37,16,7,2
2024-07-10,Australia,Expansion Market,False,3434,1544,425,134,51,31,13
2024-07-10,Croatia,Primary Market,True,3358,1736,867,394,236,109,38
2024-07-11,Germany,Primary Market,True,2904,1769,825,394,208,125,25
2024-07-11,Netherlands,Primary Market,True,1538,891,419,133,53,17,3
2024-07-11,England,Primary Market,True,1686,1051,269,87,46,15,5
2024-07-11,North America,Expansion Market,False,671,288,77,27,8,2,0
2024-07-11,Australia,Expansion Market,False,3974,2236,747,208,98,42,20
2024-07-11,Croatia,Primary Market,True,2461,1486,696,346,137,78,21
2024-07-12,Germany,Primary Market,True,3000,1212,278,118,73,36,16
2024-07-12,Netherlands,Primary Market,True,3186,1511,589,164,76,26,7
2024-07-12,England,Primary Market,True,3855,1584,491,119,37,12,3
2024-07-12,North America,Expansion Market,False,3304,1440,348,143,64,34,13
2024-07-12,Australia,Expansion Market,False,3512,2305,599,253,118,77,21
2024-07-12,Croatia,Primary Market,True,867,550,205,94,30,14,2
2024-07-13,Germany,Primary Market,True,2972,1877,802,294,129,69,32
2024-07-13,Netherlands,Primary Market,True,905,533,143,47,20,6,2
2024-07-13,England,Primary Market,True,3577,1843,662,214,78,37,11
2024-07-13,North America,Expansion Market,False,982,593,133,29,10,6,2
2024-07-13,Australia,Expansion Market,False,3007,1560,468,129,62,33,13
2024-07-13,Croatia,Primary Market,True,1830,1165,390,174,97,31,6
2024-07-14,Germany,Primary Market,True,809,355,108,36,15,5,2
2024-07-14,Netherlands,Primary Market,True,824,445,113,34,15,5,2
2024-07-14,England,Primary Market,True,1611,1064,305,140,59,19,5
2024-07-14,North America,Expansion Market,False,1789,903,310,62,35,20,5
2024-07-14,Australia,Expansion Market,False,3331,1863,511,218,77,28,12
2024-07-14,Croatia,Primary Market,True,3663,2465,624,241,142,96,28
2024-07-15,Germany,Primary Market,True,2935,1399,418,114,76,50,10
2024-07-15,Netherlands,Primary Market,True,3394,1969,787,299,190,96,40
2024-07-15,England,Primary Market,True,2168,1182,457,106,42,17,6
2024-07-15,North America,Expansion Market,False,1209,694,314,122,42,27,7
2024-07-15,Australia,Expansion Market,False,624,251,125,39,22,8,1
2024-07-15,Croatia,Primary Market,True,983,586,239,99,55,25,7
2024-07-16,Germany,Primary Market,True,2931,1541,398,85,35,19,6
2024-07-16,Netherlands,Primary Market,True,2276,1565,427,198,69,23,10
2024-07-16,England,Primary Market,True,3612,1852,663,242,148,94,42
2024-07-16,North America,Expansion Market,False,2285,960,441,134,71,27,12
2024-07-16,Australia,Expansion Market,False,1833,998,467,105,62,37,15
2024-07-16,Croatia,Primary Market,True,519,342,146,37,23,10,4
2024-07-17,Germany,Primary Market,True,1526,923,270,68,41,24,7
2024-07-17,Netherlands,Primary Market,True,1345,798,164,44,26,18,7
2024-07-17,England,Primary Market,True,3561,1717,838,212,75,26,5
2024-07-17,North America,Expansion Market,False,3112,1500,409,185,90,45,21
2024-07-17,Australia,Expansion Market,False,2088,922,256,64,31,17,4
2024-07-17,Croatia,Primary Market,True,2001,1327,420,134,43,24,9
2024-07-18,Germany,Primary Market,True,798,387,148,31,15,8,2
2024-07-18,Netherlands,Primary Market,True,1376,583,249,115,62,19,4
2024-07-18,England,Primary Market,True,614,289,93,22,7,3,0
2024-07-18,North America,Expansion Market,False,669,399,176,38,15,9,3
2024-07-18,Australia,Expansion Market,False,3637,2476,1034,257,105,36,14
2024-07-18,Croatia,Primary Market,True,1215,658,312,72,43,17,4
2024-07-19,Germany,Primary Market,True,914,498,204,79,48,20,4
2024-07-19,Netherlands,Primary Market,True,2350,1382,337,162,50,30,11
2024-07-19,England,Primary Market,True,913,627,252,96,39,13,3
2024-07-19,North America,Expansion Market,False,2774,1329,432,209,112,42,15
2024-07-19,Australia,Expansion Market,False,2391,1505,653,199,115,75,33
2024-07-19,Croatia,Primary Market,True,2152,1114,380,85,51,24,5
2024-07-20,Germany,Primary Market,True,2286,1560,692,314,162,97,20
2024-07-20,Netherlands,Primary Market,True,3726,2121,610,297,102,40,19
2024-07-20,England,Primary Market,True,3059,2091,644,208,74,44,10
2024-07-20,North America,Expansion Market,False,3510,2390,1105,436,193,96,19
2024-07-20,Australia,Expansion Market,False,2636,1315,281,57,28,14,6
2024-07-20,Croatia,Primary Market,True,3185,2167,609,278,152,88,19
2024-07-21,Germany,Primary Market,True,2916,1796,755,298,160,91,25
2024-07-21,Netherlands,Primary Market,True,3287,1722,604,296,156,73,29
2024-07-21,England,Primary Market,True,1400,961,259,52,19,11,2
2024-07-21,North America,Expansion Market,False,2653,1124,557,116,49,25,6
2024-07-21,Australia,Expansion Market,False,979,461,173,61,37,11,4
2024-07-21,Croatia,Primary Market,True,3831,1892,712,270,129,83,20
2024-07-22,Germany,Primary Market,True,3971,2405,552,190,110,68,20
2024-07-22,Netherlands,Primary Market,True,3066,1822,825,256,84,52,16
2024-07-22,England,Primary Market,True,2525,1101,449,207,114,64,21
2024-07-22,North America,Expansion Market,False,3064,1995,981,253,137,69,21
2024-07-22,Australia,Expansion Market,False,2866,1841,547,261,133,52,18
2024-07-22,Croatia,Primary Market,True,810,438,138,52,16,10,4
2024-07-23,Germany,Primary Market,True,2759,1245,531,191,104,44,12
2024-07-23,Netherlands,Primary Market,True,3899,2511,838,361,169,61,21
2024-07-23,England,Primary Market,True,1364,884,390,94,60,18,7
2024-07-23,North America,Expansion Market,False,3254,1972,489,146,68,41,18
2024-07-23,Australia,Expansion Market,False,2517,1283,561,269,118,37,18
2024-07-23,Croatia,Primary Market,True,3700,1659,822,178,95,38,13
2024-07-24,Germany,Primary Market,True,1086,722,360,170,56,28,5
2024-07-24,Netherlands,Primary Market,True,817,332,105,52,34,10,3
2024-07-24,England,Primary Market,True,2661,1816,894,178,95,62,26
2024-07-24,North America,Expansion Market,False,1411,952,351,153,96,52,12
2024-07-24,Australia,Expansion Market,False,567,391,192,52,20,13,3
2024-07-24,Croatia,Primary Market,True,3549,2418,1045,473,145,57,13
2024-07-25,Germany,Primary Market,True,3563,2344,470,143,93,30,9
2024-07-25,Netherlands,Primary Market,True,1867,1240,613,193,125,46,20
2024-07-25,England,Primary Market,True,3880,1630,450,187,113,45,15
2024-07-25,North America,Expansion Market,False,942,639,133,55,20,11,3
2024-07-25,Australia,Expansion Market,False,3057,1813,687,259,127,46,10
2024-07-25,Croatia,Primary Market,True,893,533,167,67,38,11,4
2024-07-26,Germany,Primary Market,True,2130,1454,340,109,53,24,10
2024-07-26,Netherlands,Primary Market,True,2496,1403,499,181,94,48,16
2024-07-26,England,Primary Market,True,933,609,191,68,42,28,5
2024-07-26,North America,Expansion Market,False,3977,1990,643,239,100,37,8
2024-07-26,Australia,Expansion Market,False,2279,973,218,51,23,15,5
2024-07-26,Croatia,Primary Market,True,3478,1632,434,100,34,21,9
2024-07-27,Germany,Primary Market,True,2253,1103,267,83,29,18,8
2024-07-27,Netherlands,Primary Market,True,1797,1076,271,128,60,37,7
2024-07-27,England,Primary Market,True,3662,1759,511,194,115,48,16
2024-07-27,North America,Expansion Market,False,2478,1227,508,184,83,49,13
2024-07-27,Australia,Expansion Market,False,3948,1955,811,334,142,65,27
2024-07-27,Croatia,Primary Market,True,2182,923,404,171,51,15,5
2024-07-28,Germany,Primary Market,True,2711,1280,292,126,77,26,10
2024-07-28,Netherlands,Primary Market,True,3063,1746,779,193,61,41,17
2024-07-28,England,Primary Market,True,833,567,275,83,44,17,6
2024-07-28,North America,Expansion Market,False,3735,2551,644,199,108,34,10
2024-07-28,Australia,Expansion Market,False,1438,637,249,91,31,11,2
2024-07-28,Croatia,Primary Market,True,3028,1223,373,110,39,25,5
2024-07-29,Germany,Primary Market,True,2304,1112,294,106,34,21,7
2024-07-29,Netherlands,Primary Market,True,2361,1391,599,246,115,50,14
2024-07-29,England,Primary Market,True,2730,1555,726,169,107,61,17
2024-07-29,North America,Expansion Market,False,648,440,198,41,19,11,2
2024-07-29,Australia,Expansion Market,False,3193,1796,476,226,141,78,22
2024-07-29,Croatia,Primary Market,True,760,379,179,73,27,18,4
2024-07-30,Germany,Primary Market,True,3722,1804,673,267,150,102,33
2024-07-30,Netherlands,Primary Market,True,2999,1827,568,178,61,19,8
2024-07-30,England,Primary Market,True,3121,2091,916,394,270,164,52
2024-07-30,North America,Expansion Market,False,2588,1075,257,81,40,27,8
2024-07-30,Australia,Expansion Market,False,622,358,157,32,15,10,2
2024-07-30,Croatia,Primary Market,True,928,460,127,53,35,14,5
2024-07-31,Germany,Primary Market,True,1145,672,163,79,41,23,11
2024-07-31,Netherlands,Primary Market,True,2482,1207,537,268,138,81,18
2024-07-31,England,Primary Market,True,3174,1699,443,104,63,31,10
2024-07-31,North America,Expansion Market,False,1986,1308,371,87,43,21,10
2024-07-31,Australia,Expansion Market,False,3784,2369,660,189,122,52,10
2024-07-31,Croatia,Primary Market,True,1008,581,220,105,63,35,10
2024-08-01,Germany,Primary Market,True,1499,632,129,28,17,8,2
2024-08-01,Netherlands,Primary Market,True,1611,818,214,85,34,22,8
2024-08-01,England,Primary Market,True,1698,1056,343,139,64,35,10
2024-08-01,North America,Expansion Market,False,3768,1926,412,196,87,51,17
2024-08-01,Australia,Expansion Market,False,1109,575,200,54,34,12,5
2024-08-01,Croatia,Primary Market,True,940,552,236,71,27,10,4
2024-08-02,Germany,Primary Market,True,2882,1430,311,134,84,48,19
2024-08-02,Netherlands,Primary Market,True,2570,1654,668,176,115,53,22
2024-08-02,England,Primary Market,True,3892,2131,700,143,70,33,7
2024-08-02,North America,Expansion Market,False,2424,1586,378,182,80,54,24
2024-08-02,Australia,Expansion Market,False,3663,1719,525,246,150,71,21
2024-08-02,Croatia,Primary Market,True,1344,833,244,67,20,6,2
2024-08-03,Germany,Primary Market,True,3079,1268,506,138,55,19,6
2024-08-03,Netherlands,Primary Market,True,2512,1653,675,313,190,84,30
2024-08-03,England,Primary Market,True,724,397,119,48,24,10,3
2024-08-03,North America,Expansion Market,False,2357,1113,284,114,55,35,13
2024-08-03,Australia,Expansion Market,False,2870,1413,502,180,96,36,15
2024-08-03,Croatia,Primary Market,True,2193,1516,735,223,151,102,34
2024-08-04,Germany,Primary Market,True,1455,791,247,81,41,14,5
2024-08-04,Netherlands,Primary Market,True,2836,1195,359,103,47,22,9
2024-08-04,England,Primary Market,True,3408,1818,380,117,66,42,18
2024-08-04,North America,Expansion Market,False,3419,2205,1101,331,155,99,41
2024-08-04,Australia,Expansion Market,False,1988,950,208,42,29,9,1
2024-08-04,Croatia,Primary Market,True,687,444,115,27,17,10,3
2024-08-05,Germany,Primary Market,True,1516,876,379,109,47,32,9
2024-08-05,Netherlands,Primary Market,True,873,421,92,28,15,10,3
2024-08-05,England,Primary Market,True,1746,796,327,105,47,24,6
2024-08-05,North America,Expansion Market,False,3172,1287,279,108,51,17,5
2024-08-05,Australia,Expansion Market,False,731,426,157,70,27,10,2
2024-08-05,Croatia,Primary Market,True,821,341,72,33,23,15,3
2024-08-06,Germany,Primary Market,True,2600,1074,255,95,41,19,4
2024-08-06,Netherlands,Primary Market,True,1212,803,344,127,87,28,7
2024-08-06,England,Primary Market,True,2373,1528,510,194,69,24,11
2024-08-06,North America,Expansion Market,False,3913,2580,534,243,150,85,22
2024-08-06,Australia,Expansion Market,False,3138,1977,965,270,114,75,22
2024-08-06,Croatia,Primary Market,True,1193,798,244,81,43,15,3
2024-08-07,Germany,Primary Market,True,1308,913,263,61,18,10,4
2024-08-07,Netherlands,Primary Market,True,3949,2014,552,152,104,39,7
2024-08-07,England,Primary Market,True,1284,518,245,90,55,25,12
2024-08-07,North America,Expansion Market,False,1167,499,229,54,20,8,2
2024-08-07,Australia,Expansion Market,False,2865,1233,502,157,86,36,9
2024-08-07,Croatia,Primary Market,True,627,347,74,30,12,4,0
2024-08-08,Germany,Primary Market,True,2014,1058,514,126,83,30,12
2024-08-08,Netherlands,Primary Market,True,2387,1013,492,178,118,75,30
2024-08-08,England,Primary Market,True,1869,933,193,53,35,15,3
2024-08-08,North America,Expansion Market,False,2814,1196,585,290,182,86,35
2024-08-08,Australia,Expansion Market,False,2166,1428,534,214,118,77,25
2024-08-08,Croatia,Primary Market,True,1526,926,359,170,54,30,6
2024-08-09,Germany,Primary Market,True,2863,1710,588,200,131,80,34
2024-08-09,Netherlands,Primary Market,True,3130,1510,558,187,117,56,13
2024-08-09,England,Primary Market,True,3026,1651,511,113,62,28,10
2024-08-09,North America,Expansion Market,False,2703,1357,550,113,69,41,11
2024-08-09,Australia,Expansion Market,False,3008,1616,345,70,34,18,6
2024-08-09,Croatia,Primary Market,True,3692,1815,843,281,98,61,13
2024-08-10,Germany,Primary Market,True,2392,1189,413,94,30,12,3
2024-08-10,Netherlands,Primary Market,True,3307,1748,589,293,92,30,13
2024-08-10,England,Primary Market,True,2118,1033,228,96,53,27,5
2024-08-10,North America,Expansion Market,False,2097,1050,362,175,121,52,14
2024-08-10,Australia,Expansion Market,False,3804,1821,451,170,103,32,10
2024-08-10,Croatia,Primary Market,True,3419,1735,494,154,53,23,8
2024-08-11,Germany,Primary Market,True,2395,1662,545,177,68,25,9
2024-08-11,Netherlands,Primary Market,True,932,547,122,28,14,5,1
2024-08-11,England,Primary Market,True,3484,1649,733,165,99,46,17
2024-08-11,North America,Expansion Market,False,1881,1098,220,71,33,21,9
2024-08-11,Australia,Expansion Market,False,2109,1126,511,152,59,38,13
2024-08-11,Croatia,Primary Market,True,3789,2644,1049,352,154,88,28
2024-08-12,Germany,Primary Market,True,1652,684,304,146,73,22,5
2024-08-12,Netherlands,Primary Market,True,2160,1278,337,165,84,39,17
2024-08-12,England,Primary Market,True,3908,2389,1109,237,107,39,14
2024-08-12,North America,Expansion Market,False,3867,2250,656,245,120,77,29
2024-08-12,Australia,Expansion Market,False,3335,1394,374,98,37,23,9
2024-08-12,Croatia,Primary Market,True,2986,1868,557,233,83,46,12
2024-08-13,Germany,Primary Market,True,780,331,102,44,13,9,2
2024-08-13,Netherlands,Primary Market,True,1310,864,259,126,46,25,9
2024-08-13,England,Primary Market,True,665,346,90,44,22,7,2
2024-08-13,North America,Expansion Market,False,3568,2332,774,324,129,73,17
2024-08-13,Australia,Expansion Market,False,2574,1261,596,194,103,55,26
2024-08-13,Croatia,Primary Market,True,1429,855,247,63,39,12,2
2024-08-14,Germany,Primary Market,True,2161,1180,565,245,102,63,23
2024-08-14,Netherlands,Primary Market,True,1629,1099,509,241,156,60,24
2024-08-14,England,Primary Market,True,3382,2174,503,231,107,34,16
2024-08-14,North America,Expansion Market,False,1901,917,443,122,75,40,19
2024-08-14,Australia,Expansion Market,False,534,329,143,71,48,30,13
2024-08-14,Croatia,Primary Market,True,1009,414,146,47,30,14,6
2024-08-15,Germany,Primary Market,True,2156,952,320,65,34,20,5
2024-08-15,Netherlands,Primary Market,True,1179,713,261,110,43,22,8
2024-08-15,England,Primary Market,True,2580,1471,454,133,76,51,16
2024-08-15,North America,Expansion Market,False,3397,1925,789,368,237,162,53
2024-08-15,Australia,Expansion Market,False,2228,910,423,132,61,35,10
2024-08-15,Croatia,Primary Market,True,970,509,241,58,33,11,3
2024-08-16,Germany,Primary Market,True,2127,1146,359,133,85,27,11
2024-08-16,Netherlands,Primary Market,True,2403,966,240,115,42,22,9
2024-08-16,England,Primary Market,True,1735,930,415,91,36,18,8
2024-08-16,North America,Expansion Market,False,2632,1805,841,205,129,61,20
2024-08-16,Australia,Expansion Market,False,1713,709,173,81,53,23,8
2024-08-16,Croatia,Primary Market,True,1381,823,207,101,45,20,5
2024-08-17,Germany,Primary Market,True,947,644,176,66,22,11,2
2024-08-17,Netherlands,Primary Market,True,2245,1523,317,74,50,24,6
2024-08-17,England,Primary Market,True,3799,2175,973,414,222,94,30
2024-08-17,North America,Expansion Market,False,2152,1132,447,180,74,48,11
2024-08-17,Australia,Expansion Market,False,2030,1192,504,235,151,75,37
2024-08-17,Croatia,Primary Market,True,3277,2076,703,330,171,85,17
2024-08-18,Germany,Primary Market,True,2487,1436,588,269,166,71,15
2024-08-18,Netherlands,Primary Market,True,2154,1422,628,276,88,37,15
2024-08-18,England,Primary Market,True,1355,699,329,159,97,52,12
2024-08-18,North America,Expansion Market,False,3116,1988,712,191,75,49,14
2024-08-18,Australia,Expansion Market,False,925,425,167,57,31,12,3
2024-08-18,Croatia,Primary Market,True,2682,1107,388,145,73,39,14
2024-08-19,Germany,Primary Market,True,2336,1207,410,181,113,46,16
2024-08-19,Netherlands,Primary Market,True,2325,1337,472,151,50,20,7
2024-08-19,England,Primary Market,True,2907,1644,371,178,83,25,10
2024-08-19,North America,Expansion Market,False,3936,2574,1135,266,130,89,31
2024-08-19,Australia,Expansion Market,False,885,595,172,78,53,26,12
2024-08-19,Croatia,Primary Market,True,837,547,136,30,10,5,1
2024-08-20,Germany,Primary Market,True,3187,1477,526,224,118,57,18
2024-08-20,Netherlands,Primary Market,True,516,259,60,26,17,5,1
2024-08-20,England,Primary Market,True,1819,1211,291,64,27,18,4
2024-08-20,North America,Expansion Market,False,2908,1225,541,248,143,50,13
2024-08-20,Australia,Expansion Market,False,3911,1926,610,199,82,32,7
2024-08-20,Croatia,Primary Market,True,1192,756,227,105,65,34,11
2024-08-21,Germany,Primary Market,True,2805,1566,764,358,111,40,12
2024-08-21,Netherlands,Primary Market,True,3417,2058,414,168,99,56,12
2024-08-21,England,Primary Market,True,1055,633,236,52,16,5,1
2024-08-21,North America,Expansion Market,False,1582,1025,450,94,58,26,12
2024-08-21,Australia,Expansion Market,False,1440,929,352,141,84,48,11
2024-08-21,Croatia,Primary Market,True,2916,1588,355,131,62,25,6
2024-08-22,Germany,Primary Market,True,3528,2362,831,185,88,52,22
2024-08-22,Netherlands,Primary Market,True,3772,2353,1113,373,156,55,12
2024-08-22,England,Primary Market,True,2218,1383,478,184,82,41,10
2024-08-22,North America,Expansion Market,False,2316,1533,662,157,58,30,6
2024-08-22,Australia,Expansion Market,False,732,474,128,51,16,9,2
2024-08-22,Croatia,Primary Market,True,666,290,71,24,10,6,2
2024-08-23,Germany,Primary Market,True,2345,1427,655,163,62,39,14
2024-08-23,Netherlands,Primary Market,True,2785,1634,718,248,115,47,21
2024-08-23,England,Primary Market,True,2262,1336,333,107,72,32,9
2024-08-23,North America,Expansion Market,False,665,309,148,69,27,9,3
2024-08-23,Australia,Expansion Market,False,3239,1318,283,91,36,11,2
2024-08-23,Croatia,Primary Market,True,2664,1847,847,175,103,39,13
2024-08-24,Germany,Primary Market,True,976,545,140,54,30,9,2
2024-08-24,Netherlands,Primary Market,True,2359,981,256,97,50,20,7
2024-08-24,England,Primary Market,True,2675,1455,658,227,158,72,32
2024-08-24,North America,Expansion Market,False,2307,1328,613,205,130,78,33
2024-08-24,Australia,Expansion Market,False,1267,546,146,43,19,6,2
2024-08-24,Croatia,Primary Market,True,2958,2009,910,444,173,112,28
2024-08-25,Germany,Primary Market,True,1295,677,188,44,18,8,2
2024-08-25,Netherlands,Primary Market,True,2455,1420,498,166,67,39,12
2024-08-25,England,Primary Market,True,1425,797,262,104,39,12,5
2024-08-25,North America,Expansion Market,False,938,502,140,52,27,8,2
2024-08-25,Australia,Expansion Market,False,2703,1188,444,117,81,30,14
2024-08-25,Croatia,Primary Market,True,1340,582,286,141,63,22,8
2024-08-26,Germany,Primary Market,True,2303,1132,430,109,60,39,18
2024-08-26,Netherlands,Primary Market,True,988,649,321,83,54,37,16
2024-08-26,England,Primary Market,True,2818,1357,574,210,113,56,19
2024-08-26,North America,Expansion Market,False,509,224,105,37,22,14,5
2024-08-26,Australia,Expansion Market,False,1465,668,192,73,41,27,12
2024-08-26,Croatia,Primary Market,True,1121,566,167,35,21,9,2
2024-08-27,Germany,Primary Market,True,1135,522,146,54,21,12,3
2024-08-27,Netherlands,Primary Market,True,3633,1469,458,196,115,56,24
2024-08-27,England,Primary Market,True,2753,1588,622,169,91,35,10
2024-08-27,North America,Expansion Market,False,973,442,152,59,38,18,6
2024-08-27,Australia,Expansion Market,False,720,432,202,65,35,15,7
2024-08-27,Croatia,Primary Market,True,2001,1014,356,83,30,9,2
2024-08-28,Germany,Primary Market,True,1766,1063,328,117,39,19,4
2024-08-28,Netherlands,Primary Market,True,1272,561,247,82,30,10,2
2024-08-28,England,Primary Market,True,2003,1351,394,110,39,25,5
2024-08-28,North America,Expansion Market,False,1452,677,150,36,17,7,2
2024-08-28,Australia,Expansion Market,False,1346,923,359,110,37,18,6
2024-08-28,Croatia,Primary Market,True,567,389,169,37,22,13,3
2024-08-29,Germany,Primary Market,True,2882,1898,663,314,193,83,17
2024-08-29,Netherlands,Primary Market,True,3657,1549,773,216,149,90,23
2024-08-29,England,Primary Market,True,2245,1549,434,104,31,12,3
2024-08-29,North America,Expansion Market,False,2311,1496,404,175,93,30,13
2024-08-29,Australia,Expansion Market,False,1680,698,261,99,53,29,13
2024-08-29,Croatia,Primary Market,True,3623,1907,792,287,122,42,16
2024-08-30,Germany,Primary Market,True,3872,2086,898,362,211,98,25
2024-08-30,Netherlands,Primary Market,True,649,416,121,56,39,24,8
2024-08-30,England,Primary Market,True,3446,2297,667,154,58,20,5
2024-08-30,North America,Expansion Market,False,786,328,98,35,15,6,2
2024-08-30,Australia,Expansion Market,False,3448,2152,628,154,65,28,6
2024-08-30,Croatia,Primary Market,True,1331,667,314,63,32,10,2
2024-08-31,Germany,Primary Market,True,2480,1547,748,180,113,76,23
2024-08-31,Netherlands,Primary Market,True,1566,920,224,89,53,19,6
2024-08-31,England,Primary Market,True,3613,1565,673,186,101,46,22
2024-08-31,North America,Expansion Market,False,3109,1620,351,129,79,29,13
2024-08-31,Australia,Expansion Market,False,2191,967,267,64,42,25,11
2024-08-31,Croatia,Primary Market,True,2359,1209,345,153,99,55,14
2024-09-01,Germany,Primary Market,True,563,375,79,39,18,7,2
2024-09-01,Netherlands,Primary Market,True,2571,1204,268,128,56,29,10
2024-09-01,England,Primary Market,True,660,409,170,52,34,22,4
2024-09-01,North America,Expansion Market,False,1296,559,176,49,25,15,7
2024-09-01,Australia,Expansion Market,False,2046,1305,376,136,43,13,2
2024-09-01,Croatia,Primary Market,True,2954,1619,797,303,125,63,29
2024-09-02,Germany,Primary Market,True,3769,2614,1002,259,103,56,24
2024-09-02,Netherlands,Primary Market,True,3702,1582,358,103,65,44,10
2024-09-02,England,Primary Market,True,3220,2058,445,205,70,22,10
2024-09-02,North America,Expansion Market,False,3862,2189,659,253,146,57,19
2024-09-02,Australia,Expansion Market,False,1383,865,424,98,60,23,7
2024-09-02,Croatia,Primary Market,True,3068,1625,638,147,48,28,10
2024-09-03,Germany,Primary Market,True,2563,1327,349,107,38,12,2
2024-09-03,Netherlands,Primary Market,True,1695,792,340,163,87,55,25
2024-09-03,England,Primary Market,True,706,462,128,46,31,15,5
2024-09-03,North America,Expansion Market,False,2930,1468,295,85,26,11,5
2024-09-03,Australia,Expansion Market,False,2715,1412,363,101,66,43,8
2024-09-03,Croatia,Primary Market,True,505,281,138,52,27,13,4
2024-09-04,Germany,Primary Market,True,1007,676,233,48,19,10,4
2024-09-04,Netherlands,Primary Market,True,3863,2044,961,438,293,119,25
2024-09-04,England,Primary Market,True,548,237,52,21,6,1,0
2024-09-04,North America,Expansion Market,False,1110,656,160,49,26,11,5
2024-09-04,Australia,Expansion Market,False,3860,1885,534,122,73,35,7
2024-09-04,Croatia,Primary Market,True,1895,906,201,65,44,21,5
2024-09-05,Germany,Primary Market,True,2544,1245,407,172,100,37,16
2024-09-05,Netherlands,Primary Market,True,3264,2177,532,198,96,60,19
2024-09-05,England,Primary Market,True,3325,2224,596,140,61,24,4
2024-09-05,North America,Expansion Market,False,2002,1309,512,140,66,20,6
2024-09-05,Australia,Expansion Market,False,2759,1115,247,88,48,19,8
2024-09-05,Croatia,Primary Market,True,1076,710,202,82,50,31,8
2024-09-06,Germany,Primary Market,True,1348,834,185,87,37,22,10
2024-09-06,Netherlands,Primary Market,True,526,301,117,43,28,12,5
2024-09-06,England,Primary Market,True,3331,1856,419,84,54,24,7
2024-09-06,North America,Expansion Market,False,3866,2480,546,184,93,64,14
2024-09-06,Australia,Expansion Market,False,867,559,178,82,45,17,7
2024-09-06,Croatia,Primary Market,True,1722,742,352,82,50,33,11
2024-09-07,Germany,Primary Market,True,2020,984,427,93,38,20,4
2024-09-07,Netherlands,Primary Market,True,2469,1579,636,288,164,63,14
2024-09-07,England,Primary Market,True,898,391,98,24,10,4,1
2024-09-07,North America,Expansion Market,False,3354,1877,736,299,114,60,28
2024-09-07,Australia,Expansion Market,False,3514,2288,660,241,88,55,21
2024-09-07,Croatia,Primary Market,True,3313,2015,845,310,143,85,19
2024-09-08,Germany,Primary Market,True,1845,1264,447,174,71,34,8
2024-09-08,Netherlands,Primary Market,True,2892,1450,457,193,83,35,12
2024-09-08,England,Primary Market,True,1552,734,254,85,38,17,6
2024-09-08,North America,Expansion Market,False,3335,1864,390,141,43,24,7
2024-09-08,Australia,Expansion Market,False,543,233,112,54,36,18,6
2024-09-08,Croatia,Primary Market,True,978,415,127,41,19,6,2
2024-09-09,Germany,Primary Market,True,2567,1145,275,114,63,39,15
2024-09-09,Netherlands,Primary Market,True,1921,974,357,119,59,23,9
2024-09-09,England,Primary Market,True,2639,1280,326,112,76,48,18
2024-09-09,North America,Expansion Market,False,2570,1037,267,63,33,20,4
2024-09-09,Australia,Expansion Market,False,1745,1018,493,164,85,35,9
2024-09-09,Croatia,Primary Market,True,2956,1343,297,138,47,31,9
2024-09-10,Germany,Primary Market,True,3411,2110,602,120,38,15,6
2024-09-10,Netherlands,Primary Market,True,2584,1668,673,317,172,90,34
