date,country,location_type,sessions,users,pageviews,revenue,organic_traffic,paid_traffic,sessions_ma_7d,sessions_ma_30d
2024-09-08,North America,Expansion Market,3508,2780,7332,83148.04295031368,1602,1906,2457.5714285714284,2763.3333333333335
2024-09-09,Australia,Expansion Market,1491,1137,3179,58177.93970659457,766,725,1513.857142857143,2048.733333333333
2024-09-09,Croatia,Primary Market,2132,1571,5253,53969.46788956122,1208,924,1731.2857142857142,2588.0333333333333
2024-09-09,England,Primary Market,735,592,1772,21797.958074570153,411,324,1250.5714285714287,1742.8333333333333
2024-09-09,Germany,Primary Market,2368,1868,6140,37942.789104755,1242,1126,3699.0,4703.033333333334
2024-09-09,Netherlands,Primary Market,2381,1980,5707,64516.63990086038,1063,1318,1861.0,2628.6
2024-09-09,North America,Expansion Market,2151,1689,4377,58933.75319261802,1111,1040,2459.714285714286,2676.0
2024-09-10,Australia,Expansion Market,1493,1152,2991,30059.514686975614,787,706,1457.857142857143,2037.6333333333334
2024-09-10,Croatia,Primary Market,1525,1244,3017,49100.2490687513,851,674,1708.7142857142858,2499.6
2024-09-10,England,Primary Market,1650,1228,3256,58794.00550065842,853,797,1351.142857142857,1646.5666666666666
2024-09-10,Germany,Primary Market,2624,2136,5024,89453.935300062,1390,1234,3607.0,4589.466666666666
2024-09-10,Netherlands,Primary Market,2537,1915,4672,75675.15627024291,1264,1273,2083.714285714286,2560.1
2024-09-10,North America,Expansion Market,1349,1036,3319,42329.83343924253,676,673,2384.714285714286,2628.133333333333
2024-09-11,Australia,Expansion Market,1050,827,2353,32476.142651660124,492,558,1525.7142857142858,1994.0333333333333
2024-09-11,Croatia,Primary Market,2431,1934,4132,73296.31472404333,1225,1206,1682.142857142857,2517.0
2024-09-11,England,Primary Market,1356,1009,3083,44825.10762619052,707,649,1447.2857142857142,1625.3
2024-09-11,Germany,Primary Market,2660,2176,6614,65765.94249075933,1414,1246,3536.4285714285716,4529.166666666667
2024-09-11,Netherlands,Primary Market,2207,1743,5128,66277.89173005153,1024,1183,2184.0,2573.1666666666665
2024-09-11,North America,Expansion Market,1627,1314,3703,55922.05355603229,752,875,2269.8571428571427,2563.0666666666666
2024-09-12,Australia,Expansion Market,924,664,1875,35396.02986757437,496,428,1488.0,1968.4666666666667
2024-09-12,Croatia,Primary Market,2104,1754,4706,55326.58695767591,998,1106,1785.0,2556.0
2024-09-12,England,Primary Market,863,734,1338,29483.32863148887,418,445,1381.142857142857,1643.3333333333333
2024-09-12,Germany,Primary Market,2111,1734,5040,64667.96955218904,1001,1110,3356.4285714285716,4486.833333333333
2024-09-12,Netherlands,Primary Market,1188,971,2449,41754.86947091341,628,560,2136.1428571428573,2533.4333333333334
2024-09-12,North America,Expansion Market,1958,1464,4613,69086.26919393166,940,1018,2215.285714285714,2557.4333333333334
2024-09-13,Australia,Expansion Market,1953,1596,4214,82634.49079237987,910,1043,1525.4285714285713,1967.6666666666667
2024-09-13,Croatia,Primary Market,1850,1481,4280,78975.05578334407,868,982,1942.5714285714287,2582.5
2024-09-13,England,Primary Market,1813,1435,4064,37825.74726205529,898,915,1391.5714285714287,1647.0333333333333
2024-09-13,Germany,Primary Market,2623,2124,4825,83975.7544917727,1377,1246,3290.5714285714284,4423.233333333334
2024-09-13,Netherlands,Primary Market,1631,1428,3451,40703.88582845974,746,885,2099.1428571428573,2519.6
2024-09-13,North America,Expansion Market,1270,931,2602,40397.596559089696,681,589,2165.5714285714284,2517.7
2024-09-14,Australia,Expansion Market,1145,932,2399,28899.573571640536,617,528,1376.4285714285713,1945.9333333333334
2024-09-14,Croatia,Primary Market,2050,1609,4485,62760.32822675475,1051,999,2062.4285714285716,2615.8333333333335
2024-09-14,England,Primary Market,739,599,1616,30808.683839003977,323,416,1297.857142857143,1592.4333333333334
2024-09-14,Germany,Primary Market,3796,3037,8436,98621.04687757306,1932,1864,3056.1428571428573,4373.1
2024-09-14,Netherlands,Primary Market,2267,1816,5115,88898.49050595741,1120,1147,2011.5714285714287,2491.7
2024-09-14,North America,Expansion Market,1804,1486,4266,60328.42990310158,1006,798,1952.4285714285713,2499.4
2024-09-15,Australia,Expansion Market,1701,1459,4729,65795.80832447781,885,816,1393.857142857143,1920.0333333333333
2024-09-15,Croatia,Primary Market,1524,1168,4040,54778.15524115054,775,749,1945.142857142857,2561.766666666667
2024-09-15,England,Primary Market,632,489,1499,20290.779015939097,280,352,1112.5714285714287,1560.6666666666667
2024-09-15,Germany,Primary Market,4647,3543,10211,122234.61328494459,2467,2180,2975.5714285714284,4427.5
2024-09-15,Netherlands,Primary Market,1832,1448,4746,73935.58708918345,986,846,2006.142857142857,2482.4333333333334
2024-09-15,North America,Expansion Market,1934,1530,4307,51235.329130100465,930,1004,1727.5714285714287,2474.233333333333
2024-09-16,Australia,Expansion Market,1219,938,3473,40642.7038626114,578,641,1355.0,1833.8333333333333
2024-09-16,Croatia,Primary Market,1111,827,2446,29118.13029548794,507,604,1799.2857142857142,2482.633333333333
2024-09-16,England,Primary Market,839,633,2120,37727.05902425548,492,347,1127.4285714285713,1502.9
2024-09-16,Germany,Primary Market,2316,1840,5249,62350.554999462714,1170,1146,2968.1428571428573,4290.0
2024-09-16,Netherlands,Primary Market,1940,1534,3659,49035.029552358275,978,962,1943.142857142857,2426.5666666666666
2024-09-16,North America,Expansion Market,1529,1201,3771,22743.641584620927,715,814,1638.7142857142858,2389.6
2024-09-17,Australia,Expansion Market,1053,844,2503,34113.28879121565,551,502,1292.142857142857,1775.0333333333333
2024-09-17,Croatia,Primary Market,1088,835,2211,18441.02931225785,495,593,1736.857142857143,2392.9666666666667
2024-09-17,England,Primary Market,801,607,2103,20544.54263284043,394,407,1006.1428571428571,1458.1666666666667
2024-09-17,Germany,Primary Market,2725,2173,7442,78395.22310875898,1380,1345,2982.5714285714284,4173.5
2024-09-17,Netherlands,Primary Market,1076,808,2303,36765.25808097834,603,473,1734.4285714285713,2331.633333333333
2024-09-17,North America,Expansion Market,1655,1377,3290,56886.24857352744,902,753,1682.4285714285713,2348.8
2024-09-18,Australia,Expansion Market,994,854,2448,29012.53880505116,441,553,1284.142857142857,1780.3666666666666
2024-09-18,Croatia,Primary Market,1298,1033,3431,44009.85439206132,699,599,1575.0,2304.366666666667
2024-09-18,England,Primary Market,774,616,1794,33019.16036509127,405,369,923.0,1396.9666666666667
2024-09-18,Germany,Primary Market,3367,2603,9011,51886.17006111618,1745,1622,3083.5714285714284,4123.866666666667
2024-09-18,Netherlands,Primary Market,1930,1625,4524,77875.8636067177,1024,906,1694.857142857143,2295.4
2024-09-18,North America,Expansion Market,2593,2113,5695,90918.33604675863,1272,1321,1820.4285714285713,2380.233333333333
2024-09-19,Australia,Expansion Market,1434,1135,3386,40577.3598929278,729,705,1357.0,1732.2333333333333
2024-09-19,Croatia,Primary Market,1914,1525,4226,48910.42146391353,962,952,1547.857142857143,2280.366666666667
2024-09-19,England,Primary Market,620,513,1306,10957.250963807259,309,311,888.2857142857143,1400.9333333333334
2024-09-19,Germany,Primary Market,2324,1901,5756,69715.51368118954,1245,1079,3114.0,4035.233333333333
2024-09-19,Netherlands,Primary Market,755,593,1917,25468.436861624294,383,372,1633.0,2209.5
2024-09-19,North America,Expansion Market,1329,1112,2671,33166.632842475214,666,663,1730.5714285714287,2304.8
2024-09-20,Australia,Expansion Market,1404,1142,2819,51362.98083086066,736,668,1278.5714285714287,1718.3
2024-09-20,Croatia,Primary Market,1467,1141,3960,37412.782753672494,739,728,1493.142857142857,2232.3333333333335
2024-09-20,England,Primary Market,675,528,1573,21023.100207246927,284,391,725.7142857142857,1363.2333333333333
2024-09-20,Germany,Primary Market,3160,2474,6528,104576.26715443915,1559,1601,3190.714285714286,4010.866666666667
2024-09-20,Netherlands,Primary Market,2444,2041,5449,59182.95149157074,1247,1197,1749.142857142857,2209.0666666666666
2024-09-20,North America,Expansion Market,2393,1904,5241,61893.1927579567,1284,1109,1891.0,2315.866666666667
2024-09-21,Australia,Expansion Market,1517,1246,4066,43874.487992693095,685,832,1331.7142857142858,1722.5
2024-09-21,Croatia,Primary Market,2489,1913,6279,62328.67496495086,1357,1132,1555.857142857143,2212.9
2024-09-21,England,Primary Market,2114,1601,4294,34787.24664671659,1091,1023,922.1428571428571,1368.2333333333333
2024-09-21,Germany,Primary Market,2629,2021,4908,78751.36678218911,1238,1391,3024.0,3966.5666666666666
2024-09-21,Netherlands,Primary Market,2301,1938,5108,68381.99511950233,1104,1197,1754.0,2158.4333333333334
2024-09-21,North America,Expansion Market,1642,1375,3538,40133.4700261511,771,871,1867.857142857143,2256.733333333333
2024-09-22,Australia,Expansion Market,1322,962,2469,43628.789568500455,740,582,1277.5714285714287,1706.3666666666666
2024-09-22,Croatia,Primary Market,2279,1880,4020,66273.92862774695,1075,1204,1663.7142857142858,2213.733333333333
2024-09-22,England,Primary Market,1906,1499,3463,44573.13997024186,1039,867,1104.142857142857,1345.5
2024-09-22,Germany,Primary Market,3935,2917,9371,121850.19682200435,1865,2070,2922.285714285714,3904.0666666666666
2024-09-22,Netherlands,Primary Market,1807,1554,4431,67224.23988824898,983,824,1750.4285714285713,2155.7
2024-09-22,North America,Expansion Market,2393,1966,6101,84398.33428652461,1229,1164,1933.4285714285713,2250.5666666666666
2024-09-23,Australia,Expansion Market,920,758,2070,41352.17494897301,467,453,1234.857142857143,1662.6
2024-09-23,Croatia,Primary Market,1398,1054,3267,42934.42842561911,716,682,1704.7142857142858,2126.633333333333
2024-09-23,England,Primary Market,1804,1515,5149,47318.594591213485,1011,793,1242.0,1299.9
2024-09-23,Germany,Primary Market,4263,3315,10725,80558.43520098965,2179,2084,3200.4285714285716,3825.8
2024-09-23,Netherlands,Primary Market,519,430,971,11977.570946213225,250,269,1547.4285714285713,2004.8
2024-09-23,North America,Expansion Market,1113,941,2390,34371.4217084696,507,606,1874.0,2202.2
2024-09-24,Australia,Expansion Market,585,441,1443,22471.051526008865,298,287,1168.0,1594.1666666666667
2024-09-24,Croatia,Primary Market,1619,1288,3784,34701.7617073413,803,816,1780.5714285714287,2111.9333333333334
2024-09-24,England,Primary Market,1147,908,3049,19219.409066401215,517,630,1291.4285714285713,1299.4
2024-09-24,Germany,Primary Market,3419,2674,8653,111284.70317264886,1603,1816,3299.5714285714284,3730.4333333333334
2024-09-24,Netherlands,Primary Market,1995,1614,4849,49961.67179845687,971,1024,1678.7142857142858,1944.7
2024-09-24,North America,Expansion Market,1600,1264,3395,43871.78014099021,754,846,1866.142857142857,2150.733333333333
2024-09-25,Australia,Expansion Market,1518,1232,3038,46238.75034323627,712,806,1242.857142857143,1562.4333333333334
2024-09-25,Croatia,Primary Market,1181,922,2116,31750.421656696933,574,607,1763.857142857143,2030.2333333333333
2024-09-25,England,Primary Market,1347,1149,2736,39977.2204038379,754,593,1373.2857142857142,1298.5666666666666
2024-09-25,Germany,Primary Market,3225,2512,6722,89691.65452224476,1454,1771,3279.285714285714,3642.266666666667
2024-09-25,Netherlands,Primary Market,1188,980,3066,22310.97341245816,677,511,1572.7142857142858,1920.4333333333334
2024-09-25,North America,Expansion Market,1438,1156,2800,41008.315007381905,658,780,1701.142857142857,2099.8
2024-09-26,Australia,Expansion Market,1485,1267,2812,57224.13717704087,744,741,1250.142857142857,1559.2333333333333
2024-09-26,Croatia,Primary Market,1569,1235,3780,49450.2837277044,782,787,1714.5714285714287,1931.2666666666667
2024-09-26,England,Primary Market,453,380,988,11493.01963253348,238,215,1349.4285714285713,1243.3666666666666
2024-09-26,Germany,Primary Market,2880,2275,7092,80669.29985896361,1581,1299,3358.714285714286,3597.0333333333333
2024-09-26,Netherlands,Primary Market,915,653,2385,22153.500479423084,492,423,1595.5714285714287,1835.4333333333334
2024-09-26,North America,Expansion Market,1976,1606,4092,29504.739110393097,1018,958,1793.5714285714287,2042.2
2024-09-27,Australia,Expansion Market,1108,952,3033,40138.36213059458,606,502,1207.857142857143,1519.2666666666667
2024-09-27,Croatia,Primary Market,1854,1401,3750,66887.20858457778,910,944,1769.857142857143,1920.9
2024-09-27,England,Primary Market,1265,1019,3599,49837.27019545321,533,732,1433.7142857142858,1217.6666666666667
2024-09-27,Germany,Primary Market,2397,1900,5202,62446.18066032206,1186,1211,3249.714285714286,3495.1
2024-09-27,Netherlands,Primary Market,2147,1643,4748,56337.8919195446,1014,1133,1553.142857142857,1806.0
2024-09-27,North America,Expansion Market,1558,1295,3479,28756.647506842084,832,726,1674.2857142857142,2008.9666666666667
2024-09-28,Australia,Expansion Market,1446,1098,3486,39059.209501283156,626,820,1197.7142857142858,1507.9
2024-09-28,Croatia,Primary Market,1948,1637,5141,57541.12299950585,960,988,1692.5714285714287,1920.3
2024-09-28,England,Primary Market,1724,1489,3285,36054.08082258088,798,926,1378.0,1240.2333333333333
2024-09-28,Germany,Primary Market,4650,3682,10000,97957.36028590893,2390,2260,3538.4285714285716,3452.8333333333335
2024-09-28,Netherlands,Primary Market,2032,1687,3889,46377.23008561853,923,1109,1514.7142857142858,1787.4666666666667
2024-09-28,North America,Expansion Market,2820,2359,6288,73490.61048492431,1384,1436,1842.5714285714287,2030.7666666666667
2024-09-29,Australia,Expansion Market,1342,1130,2690,38717.71247739084,666,676,1200.5714285714287,1438.4333333333334
2024-09-29,Croatia,Primary Market,2124,1572,5741,33732.408815473405,1045,1079,1670.4285714285713,1885.4
2024-09-29,England,Primary Market,1741,1244,4809,59700.08182680583,826,915,1354.4285714285713,1215.4666666666667
2024-09-29,Germany,Primary Market,3949,3027,9105,91655.68214868609,2177,1772,3540.4285714285716,3406.5333333333333
2024-09-29,Netherlands,Primary Market,3789,3162,9392,117209.92885148866,1924,1865,1797.857142857143,1829.0
2024-09-29,North America,Expansion Market,2228,1908,4657,83073.76470442588,1118,1110,1819.0,2054.1666666666665
2024-09-30,Australia,Expansion Market,1370,1189,3394,55158.15674963041,673,697,1264.857142857143,1358.8
2024-09-30,Croatia,Primary Market,1604,1316,3177,35854.35931651519,825,779,1699.857142857143,1732.0666666666666
2024-09-30,England,Primary Market,1044,781,1901,46903.30421389997,517,527,1245.857142857143,1188.6
2024-09-30,Germany,Primary Market,2865,2211,6124,106154.24496041775,1361,1504,3340.714285714286,3290.766666666667
2024-09-30,Netherlands,Primary Market,1867,1540,3802,63763.43654159896,933,934,1990.4285714285713,1808.0666666666666
2024-09-30,North America,Expansion Market,934,749,2323,25171.43455064923,485,449,1793.4285714285713,1999.5
2024-10-01,Australia,Expansion Market,1369,1019,3789,40079.51259433027,729,640,1376.857142857143,1328.7666666666667
2024-10-01,Croatia,Primary Market,1723,1305,4687,38584.34477982174,926,797,1714.7142857142858,1749.3333333333333
2024-10-01,England,Primary Market,793,587,2153,30184.911759275226,351,442,1195.2857142857142,1203.7333333333333
2024-10-01,Germany,Primary Market,2381,1775,5232,56620.61503020207,1294,1087,3192.4285714285716,3237.0
2024-10-01,Netherlands,Primary Market,1331,1112,2784,37850.10477872946,659,672,1895.5714285714287,1805.0333333333333
2024-10-01,North America,Expansion Market,1499,1187,3616,44367.46886498683,691,808,1779.0,1933.2
2024-10-02,Australia,Expansion Market,1171,859,2482,46842.38124153936,629,542,1327.2857142857142,1337.3333333333333
2024-10-02,Croatia,Primary Market,1477,1166,3695,35666.622028519014,811,666,1757.0,1724.8666666666666
2024-10-02,England,Primary Market,584,469,1582,13384.932858362976,287,297,1086.2857142857142,1181.2666666666667
2024-10-02,Germany,Primary Market,3650,2788,9389,118701.3812114559,1752,1898,3253.1428571428573,3282.9666666666667
2024-10-02,Netherlands,Primary Market,1989,1513,3491,78709.32103965059,995,994,2010.0,1823.8
2024-10-02,North America,Expansion Market,1770,1355,3947,40892.90711012774,889,881,1826.4285714285713,1921.0
2024-10-03,Australia,Expansion Market,1819,1545,4156,45731.529184602055,967,852,1375.0,1335.1333333333334
2024-10-03,Croatia,Primary Market,2455,1980,6571,84845.42870844316,1178,1277,1883.5714285714287,1750.6
2024-10-03,England,Primary Market,1383,1073,3611,55044.140989635736,780,603,1219.142857142857,1195.8333333333333
2024-10-03,Germany,Primary Market,3062,2514,6178,106153.08375631542,1503,1559,3279.1428571428573,3276.1
2024-10-03,Netherlands,Primary Market,1336,1038,3200,34826.396088962996,681,655,2070.1428571428573,1835.7333333333333
2024-10-03,North America,Expansion Market,1862,1448,4088,46246.29726076068,981,881,1810.142857142857,1920.6
2024-10-04,Australia,Expansion Market,1296,1082,2819,53594.860135196184,672,624,1401.857142857143,1359.1666666666667
2024-10-04,Croatia,Primary Market,1502,1235,4442,42160.488868550645,813,689,1833.2857142857142,1713.4333333333334
2024-10-04,England,Primary Market,1432,1112,2954,42066.672093272115,740,692,1243.0,1220.8
2024-10-04,Germany,Primary Market,2311,1887,5737,72986.16677468843,1110,1201,3266.8571428571427,3248.0
2024-10-04,Netherlands,Primary Market,1142,949,2136,36248.95626289578,634,508,1926.5714285714287,1823.6333333333334
2024-10-04,North America,Expansion Market,1178,987,3099,37346.16892886599,655,523,1755.857142857143,1878.8333333333333
2024-10-05,Australia,Expansion Market,1562,1174,2950,51065.118056196094,835,727,1418.4285714285713,1371.6333333333334
2024-10-05,Croatia,Primary Market,810,623,2168,26554.480058552996,409,401,1670.7142857142858,1694.3
2024-10-05,England,Primary Market,1835,1360,4935,72084.9765608296,1052,783,1258.857142857143,1237.7666666666667
2024-10-05,Germany,Primary Market,4543,3585,11490,131416.25849384425,2035,2508,3251.5714285714284,3287.0666666666666
2024-10-05,Netherlands,Primary Market,2765,2171,4619,98892.76502811229,1315,1450,2031.2857142857142,1865.0333333333333
2024-10-05,North America,Expansion Market,1447,1102,3175,41771.235919856816,700,747,1559.7142857142858,1849.0666666666666
2024-10-06,Australia,Expansion Market,2425,2001,4744,61848.76574629201,1155,1270,1573.142857142857,1396.1
2024-10-06,Croatia,Primary Market,3019,2407,7850,75237.07778905764,1499,1520,1798.5714285714287,1770.0333333333333
2024-10-06,England,Primary Market,2441,2110,5698,71265.29638448296,1371,1070,1358.857142857143,1261.1333333333334
2024-10-06,Germany,Primary Market,4993,4055,8636,181469.43490607484,2226,2767,3400.714285714286,3350.7
2024-10-06,Netherlands,Primary Market,2132,1641,4185,47885.92683304183,1099,1033,1794.5714285714287,1873.1
2024-10-06,North America,Expansion Market,2009,1704,5545,66917.04495625528,979,1030,1528.4285714285713,1862.1
2024-10-07,Australia,Expansion Market,964,732,1833,27199.384586662745,465,499,1515.142857142857,1355.3
2024-10-07,Croatia,Primary Market,1377,1093,3749,39568.02826195556,760,617,1766.142857142857,1775.5666666666666
2024-10-07,England,Primary Market,894,776,2353,27936.4324044891,468,426,1337.4285714285713,1244.4333333333334
2024-10-07,Germany,Primary Market,2873,2332,7005,84599.97178245371,1435,1438,3401.8571428571427,3265.233333333333
2024-10-07,Netherlands,Primary Market,2495,2062,6652,83779.84306951662,1080,1415,1884.2857142857142,1860.2666666666667
2024-10-07,North America,Expansion Market,1816,1469,4446,64856.19546209416,985,831,1654.4285714285713,1812.7666666666667
2024-10-08,Australia,Expansion Market,1792,1397,3615,78899.26000819291,843,949,1575.5714285714287,1362.4
2024-10-08,Croatia,Primary Market,1802,1326,4418,33704.379279687244,789,1013,1777.4285714285713,1757.4666666666667
2024-10-08,England,Primary Market,783,666,1585,37549.30210203937,425,358,1336.0,1206.2333333333333
2024-10-08,Germany,Primary Market,1930,1611,4041,38321.17239170102,860,1070,3337.4285714285716,3155.866666666667
2024-10-08,Netherlands,Primary Market,2182,1633,4974,53866.62494149576,1037,1145,2005.857142857143,1870.6666666666667
2024-10-08,North America,Expansion Market,1790,1374,3745,61031.85830294728,824,966,1696.0,1755.5
2024-10-09,Australia,Expansion Market,1310,1019,2947,35689.93249215431,647,663,1595.4285714285713,1356.3666666666666
2024-10-09,Croatia,Primary Market,1987,1582,4888,68044.1998093659,974,1013,1850.2857142857142,1752.6333333333334
2024-10-09,England,Primary Market,826,638,1518,27034.42629404378,417,409,1370.5714285714287,1209.2666666666667
2024-10-09,Germany,Primary Market,2471,1996,6173,79127.7416650514,1337,1134,3169.0,3159.3
2024-10-09,Netherlands,Primary Market,1511,1251,3874,51175.096685446704,826,685,1937.5714285714287,1841.6666666666667
2024-10-09,North America,Expansion Market,1200,992,2037,38631.61603738247,605,595,1614.5714285714287,1723.8
2024-10-10,Australia,Expansion Market,1320,1032,3163,22000.16519291274,654,666,1524.142857142857,1350.6
2024-10-10,Croatia,Primary Market,828,658,1729,12141.554795730808,456,372,1617.857142857143,1729.4
2024-10-10,England,Primary Market,1662,1273,3093,70237.30427577064,904,758,1410.4285714285713,1209.6666666666667
2024-10-10,Germany,Primary Market,1949,1607,4219,58230.47925194409,922,1027,3010.0,3136.8
2024-10-10,Netherlands,Primary Market,2171,1817,5286,71613.46391998028,1003,1168,2056.8571428571427,1829.4666666666667
2024-10-10,North America,Expansion Market,1227,912,2581,42165.501623479955,588,639,1523.857142857143,1719.7333333333333
2024-10-11,Australia,Expansion Market,1567,1298,3492,58925.867199398526,725,842,1562.857142857143,1367.8333333333333
2024-10-11,Croatia,Primary Market,2966,2276,6599,82774.56253208604,1424,1542,1827.0,1747.2333333333333
2024-10-11,England,Primary Market,1605,1194,3142,46349.45732481643,800,805,1435.142857142857,1217.9666666666667
2024-10-11,Germany,Primary Market,2537,2026,6089,85991.08098385365,1199,1338,3042.285714285714,3132.7
2024-10-11,Netherlands,Primary Market,1763,1288,3536,46548.38505408157,773,990,2145.5714285714284,1814.6666666666667
2024-10-11,North America,Expansion Market,1610,1331,3224,49386.76057842154,803,807,1585.5714285714287,1719.1666666666667
2024-10-12,Australia,Expansion Market,1348,1028,3659,33884.588327148966,656,692,1532.2857142857142,1381.9666666666667
2024-10-12,Croatia,Primary Market,1782,1382,3852,32342.7677946166,899,883,1965.857142857143,1736.5
2024-10-12,England,Primary Market,2115,1655,6123,68380.67232837502,1183,932,1475.142857142857,1259.7
2024-10-12,Germany,Primary Market,3218,2647,8402,79846.31108152748,1610,1608,2853.0,3169.6
2024-10-12,Netherlands,Primary Market,2033,1717,3990,91459.28842119305,1134,899,2041.0,1842.8333333333333
2024-10-12,North America,Expansion Market,2513,1928,5755,91980.25903542832,1147,1366,1737.857142857143,1737.6666666666667
2024-10-13,Australia,Expansion Market,2359,2011,3939,93943.64023610679,979,1380,1522.857142857143,1395.5
2024-10-13,Croatia,Primary Market,1773,1354,4533,52362.859232340146,845,928,1787.857142857143,1733.9333333333334
2024-10-13,England,Primary Market,2152,1754,4694,59998.662982468755,1229,923,1433.857142857143,1271.0
2024-10-13,Germany,Primary Market,4541,3700,10619,123122.70537947863,2208,2333,2788.4285714285716,3233.5333333333333
2024-10-13,Netherlands,Primary Market,1997,1570,4654,55674.10911336687,913,1084,2021.7142857142858,1855.0333333333333
2024-10-13,North America,Expansion Market,2740,2056,5951,78345.54085333373,1442,1298,1842.2857142857142,1786.6666666666667
2024-10-14,Australia,Expansion Market,1178,925,2879,29692.18833879338,615,563,1553.4285714285713,1396.6
2024-10-14,Croatia,Primary Market,2194,1821,5624,49198.35609465513,1187,1007,1904.5714285714287,1738.7333333333333
2024-10-14,England,Primary Market,472,366,1285,12808.928733002278,213,259,1373.5714285714287,1262.1
2024-10-14,Germany,Primary Market,2364,1872,5134,66877.53301326669,1231,1133,2715.714285714286,3185.8
2024-10-14,Netherlands,Primary Market,1090,913,2221,49443.69727799372,535,555,1821.0,1815.8
2024-10-14,North America,Expansion Market,1859,1489,3830,68312.40490006891,963,896,1848.4285714285713,1788.5
2024-10-15,Australia,Expansion Market,1789,1418,3363,53183.871033967065,825,964,1553.0,1399.5333333333333
2024-10-15,Croatia,Primary Market,2116,1694,5165,63930.22820491975,939,1177,1949.4285714285713,1758.4666666666667
2024-10-15,England,Primary Market,1019,722,2319,20248.852469417823,524,495,1407.2857142857142,1275.0
2024-10-15,Germany,Primary Market,2369,1828,6193,68213.89892665802,1146,1223,2778.4285714285716,3109.866666666667
2024-10-15,Netherlands,Primary Market,1681,1353,3610,37193.491579882415,728,953,1749.4285714285713,1810.7666666666667
2024-10-15,North America,Expansion Market,1213,907,2783,48297.99956680402,561,652,1766.0,1764.4666666666667
2024-10-16,Australia,Expansion Market,795,683,1685,22239.81382558217,412,383,1479.4285714285713,1385.4
2024-10-16,Croatia,Primary Market,1422,1083,2919,34164.709312456536,803,619,1868.7142857142858,1768.8333333333333
2024-10-16,England,Primary Market,1098,877,2843,23353.96156651264,515,583,1446.142857142857,1283.6333333333334
2024-10-16,Germany,Primary Market,1326,1012,3258,52527.31355388448,605,721,2614.8571428571427,3076.866666666667
2024-10-16,Netherlands,Primary Market,1991,1640,3826,73792.99483836844,1116,875,1818.0,1812.4666666666667
2024-10-16,North America,Expansion Market,1953,1518,4381,32612.368805879167,957,996,1873.5714285714287,1778.6
2024-10-17,Australia,Expansion Market,841,713,1682,25080.17271183653,425,416,1411.0,1378.3333333333333
2024-10-17,Croatia,Primary Market,995,767,2134,10811.10475915326,486,509,1892.5714285714287,1765.7333333333333
2024-10-17,England,Primary Market,1861,1366,3272,69183.17345587828,859,1002,1474.5714285714287,1318.9666666666667
2024-10-17,Germany,Primary Market,2879,2451,6459,76780.87511811758,1410,1469,2747.714285714286,3082.0
2024-10-17,Netherlands,Primary Market,1606,1313,3627,48553.66860645677,761,845,1737.2857142857142,1830.1333333333334
2024-10-17,North America,Expansion Market,1215,1008,2454,49070.338794118696,638,577,1871.857142857143,1763.9333333333334
2024-10-18,Australia,Expansion Market,446,377,882,13655.023462979421,224,222,1250.857142857143,1360.0666666666666
2024-10-18,Croatia,Primary Market,2624,2016,4698,57169.71265973993,1402,1222,1843.7142857142858,1809.9333333333334
2024-10-18,England,Primary Market,541,461,1575,6941.783473017439,277,264,1322.5714285714287,1311.2
2024-10-18,Germany,Primary Market,3185,2611,7849,79042.30476773994,1516,1669,2840.285714285714,3075.9333333333334
2024-10-18,Netherlands,Primary Market,690,545,1832,26249.30943254028,318,372,1584.0,1788.8
2024-10-18,North America,Expansion Market,2307,1946,5987,66392.12535341065,1207,1100,1971.4285714285713,1754.4
2024-10-19,Australia,Expansion Market,1844,1496,5086,57530.68244425238,941,903,1321.7142857142858,1373.7333333333333
2024-10-19,Croatia,Primary Market,3113,2562,6807,78995.96710540324,1473,1640,2033.857142857143,1849.9
2024-10-19,England,Primary Market,1346,1151,2764,45865.400653702665,747,599,1212.7142857142858,1335.4
2024-10-19,Germany,Primary Market,3076,2369,6997,85982.07424312652,1613,1463,2820.0,3101.0
2024-10-19,Netherlands,Primary Market,2221,1885,5271,85887.99889491413,1001,1220,1610.857142857143,1837.6666666666667
2024-10-19,North America,Expansion Market,1810,1499,3636,61871.35784838789,925,885,1871.0,1770.4333333333334
2024-10-20,Australia,Expansion Market,1672,1423,3672,67953.9616950763,930,742,1223.5714285714287,1382.6666666666667
2024-10-20,Croatia,Primary Market,2606,2078,4394,41477.0643192435,1247,1359,2152.8571428571427,1887.8666666666666
2024-10-20,England,Primary Market,703,515,1596,21489.41790000106,376,327,1005.7142857142857,1336.3333333333333
2024-10-20,Germany,Primary Market,3513,2994,6821,128441.58139374535,1891,1622,2673.1428571428573,3112.766666666667
2024-10-20,Netherlands,Primary Market,2539,1946,4812,87502.0373789841,1335,1204,1688.2857142857142,1840.8333333333333
2024-10-20,North America,Expansion Market,3131,2451,7062,93185.79810905238,1663,1468,1926.857142857143,1795.0333333333333
2024-10-21,Australia,Expansion Market,1568,1155,3333,33382.820955632706,800,768,1279.2857142857142,1384.3666666666666
2024-10-21,Croatia,Primary Market,2329,1949,5032,93450.4231290059,1173,1156,2172.1428571428573,1882.5333333333333
2024-10-21,England,Primary Market,1545,1164,2957,25465.245134939436,812,733,1159.0,1317.3666666666666
2024-10-21,Germany,Primary Market,2120,1755,5078,68397.79069383035,1013,1107,2638.285714285714,3095.8
